City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp C
276,cabo san lucas,22.8909,-109.9124,298.49,65,0,2.06,MX,1702340395,25.340000000000032
277,jining,35.405,116.5814,269.19,94,58,0.41,CN,1702340607,-3.9599999999999795
278,lazaro cardenas,17.9583,-102.2,300.06,69,93,1.84,MX,1702340607,26.910000000000025
279,codrington,-38.2667,141.9667,302.15,47,100,5.93,AU,1702340608,29.0
280,kurunegala,7.4863,80.3623,295.6,96,93,1.39,LK,1702340608,22.450000000000045
281,lycksele,64.5954,18.6735,266.08,93,100,1.54,SE,1702340608,-7.069999999999993
282,gamba,-2.65,10.0,298.96,86,97,1.23,GA,1702340609,25.810000000000002
283,frumusani,44.2961,26.3256,276.07,91,38,2.23,RO,1702340610,2.920000000000016
284,kharp,66.8014,65.8081,250.2,96,100,1.74,RU,1702340610,-22.94999999999999
285,ad dilam,23.9915,47.1627,289.38,26,27,2.43,SA,1702340610,16.230000000000018
286,oranjemund,-28.55,16.4333,289.09,94,6,5.74,NA,1702340611,15.939999999999998
287,vershino-darasunskiy,52.35,115.5167,240.14,99,9,0.95,RU,1702340611,-33.00999999999999
288,birjand,32.8663,59.2211,273.41,51,0,3.09,IR,1702340611,0.26000000000004775
289,barcelona,41.3888,2.159,289.56,78,20,2.06,ES,1702340494,16.410000000000025
290,ancud,-41.8697,-73.8203,284.29,79,99,4.77,CL,1702340379,11.140000000000043
291,smithers,54.7804,-127.1743,269.33,93,100,1.54,CA,1702340518,-3.819999999999993
292,hampton bays,40.869,-72.5176,278.66,67,40,8.05,US,1702340613,5.510000000000048
293,clewiston,26.7542,-80.9337,289.12,55,98,6.17,US,1702340613,15.970000000000027
294,belomorsk,64.5232,34.7668,259.66,95,100,1.45,RU,1702340614,-13.489999999999952
295,saint-joseph,-21.3667,55.6167,295.08,80,42,4.55,RE,1702340614,21.930000000000007
296,duyun,26.2667,107.5167,280.72,88,99,2.01,CN,1702340615,7.57000000000005
297,el matama,16.7095,33.3565,296.41,16,40,4.42,SD,1702340615,23.260000000000048
298,constitucion,-35.3333,-72.4167,286.88,79,80,6.09,CL,1702340615,13.730000000000018
299,namibe,-15.1961,12.1522,295.08,72,59,2.74,AO,1702340616,21.930000000000007
300,bardsir,29.9227,56.5743,279.87,26,100,0.29,IR,1702340616,6.720000000000027
301,saint-philippe,-21.3585,55.7679,294.92,81,66,4.2,RE,1702340616,21.77000000000004
302,rawson,-43.3002,-65.1023,290.28,49,56,1.38,AR,1702340445,17.129999999999995
303,rodolfo sanchez taboada,31.7167,-116.5667,290.43,67,100,0.45,MX,1702340617,17.28000000000003
304,yakeshi,49.2833,120.7333,233.81,100,90,1.21,CN,1702340618,-39.339999999999975
305,shar,49.5886,81.0453,252.03,94,100,6.28,KZ,1702340618,-21.119999999999976
306,sisimiut,66.9395,-53.6735,272.18,94,100,8.16,GL,1702340618,-0.9699999999999704
307,lichinga,-13.3128,35.2406,292.2,94,75,3.6,MZ,1702340619,19.05000000000001
308,elverum,60.8819,11.5623,263.92,98,97,1.45,NO,1702340619,-9.229999999999961
309,eldorado at santa fe,35.5264,-105.9347,278.12,52,0,0.45,US,1702340619,4.970000000000027
310,georgetown,5.4112,100.3354,300.34,92,20,1.54,MY,1702340493,27.189999999999998
311,ust'-ordynskiy,52.805,104.7508,240.0,98,51,1.25,RU,1702340620,-33.14999999999998
312,kambove,-10.8764,26.5969,290.44,98,100,0.95,CD,1702340620,17.29000000000002
313,tougan,13.0667,-3.0667,294.93,18,0,4.31,BF,1702340621,21.78000000000003
314,pandan,14.0453,124.1694,300.58,83,96,3.61,PH,1702340621,27.430000000000007
315,hithadhoo,-0.6,73.0833,300.35,78,45,2.28,MV,1702340621,27.200000000000045
316,geraldton,-28.7667,114.6,305.38,15,0,7.72,AU,1702340501,32.23000000000002
317,hilo,19.7297,-155.09,299.4,88,75,2.06,US,1702340622,26.25
318,rute,37.3269,-4.3683,285.03,61,100,0.52,ES,1702340622,11.879999999999995
319,bardai,11.65,7.2333,287.26,35,0,4.18,NG,1702340623,14.110000000000014
320,sinegorskiy,48.0139,40.8447,272.14,88,100,9.63,RU,1702340623,-1.009999999999991
321,lubang,13.8584,120.124,300.43,79,34,9.45,PH,1702340623,27.28000000000003
322,machico,32.7,-16.7667,293.22,82,20,2.57,PT,1702340566,20.07000000000005
323,sarina,-21.4333,149.2167,299.97,1,99,7.93,AU,1702340624,26.82000000000005
324,xichang,27.8964,102.2634,279.81,88,8,0.6,CN,1702340624,6.660000000000025
325,zhigalovo,54.8097,105.1578,236.51,100,31,0.15,RU,1702340625,-36.639999999999986
326,darwin,-12.4611,130.8418,305.87,70,20,2.06,AU,1702340625,32.72000000000003
327,dunedin,-45.8742,170.5036,285.82,51,87,6.71,NZ,1702340472,12.670000000000016
328,guarapari,-20.6667,-40.4975,299.2,89,99,3.63,BR,1702340626,26.05000000000001
329,pipar,26.3856,73.5378,287.35,27,7,2.08,IN,1702340626,14.200000000000045
330,waingapu,-9.6567,120.2641,301.7,74,63,1.31,ID,1702340601,28.55000000000001
331,sijunjung,-0.6876,100.9537,295.81,98,100,0.59,ID,1702340627,22.660000000000025
332,sakaraha,-22.9,44.5333,297.45,60,68,1.47,MG,1702340627,24.30000000000001
333,xinmin,41.9908,122.8253,258.82,50,0,4.15,CN,1702340627,-14.329999999999984
334,yanahuanca,-10.5167,-76.4986,280.61,79,89,2.37,PE,1702340628,7.460000000000036
335,bugene,-1.5911,31.1403,287.49,95,94,0.94,TZ,1702340628,14.340000000000032
336,yaren,-0.5472,166.916,302.23,75,16,5.38,NR,1702340628,29.08000000000004
337,korla,41.7597,86.1469,269.17,64,59,1.57,CN,1702340629,-3.9799999999999613
338,arar,30.9753,41.0381,291.16,25,0,2.06,SA,1702340629,18.010000000000048
339,north tamworth,-31.0778,150.9261,303.21,42,0,2.57,AU,1702340629,30.060000000000002
340,tura,25.5198,90.2201,287.65,93,8,1.25,IN,1702340630,14.5
341,tromso,69.6496,18.957,270.16,86,40,3.6,NO,1702340630,-2.9899999999999523
342,porto novo,6.4965,2.6036,299.71,81,57,2.22,BJ,1702340631,26.560000000000002
343,hirara,24.8,125.2833,296.07,100,75,8.23,JP,1702340631,22.920000000000016
344,aasiaat,68.7098,-52.8699,272.37,78,100,5.74,GL,1702340402,-0.7799999999999727
345,cadale,2.7603,46.3222,300.01,78,59,6.55,SO,1702340632,26.860000000000014
346,sundsvall,62.3913,17.3063,269.13,86,100,3.09,SE,1702340632,-4.019999999999982
347,st. john's,47.5649,-52.7093,285.81,94,20,12.35,CA,1702340632,12.660000000000025
348,bonthe,7.5264,-12.505,299.56,82,9,2.17,SL,1702340633,26.410000000000025
349,bikenibeu village,1.3673,173.1241,301.67,73,85,1.79,KI,1702340633,28.52000000000004
350,reggane,26.7158,0.1714,290.23,32,13,4.95,DZ,1702340633,17.08000000000004
351,tsiombe,-25.3,45.4833,296.81,93,62,0.81,MG,1702340634,23.660000000000025
352,bel ombre,-4.6167,55.4167,300.06,78,40,2.57,SC,1702340634,26.910000000000025
353,rio grande,-32.035,-52.0986,295.21,85,21,7.24,BR,1702340582,22.060000000000002
354,ortaca,36.8294,28.7708,284.04,100,40,3.09,TR,1702340635,10.890000000000043
355,kruisfontein,-34.0033,24.7314,287.53,87,1,3.49,ZA,1702340635,14.379999999999995
356,leninskoye,41.7589,69.3864,265.05,96,100,1.85,KZ,1702340635,-8.099999999999966
357,fisterra,42.9049,-9.2629,290.38,94,100,9.05,ES,1702340636,17.230000000000018
358,ashland,40.8167,-82.2665,273.16,85,59,2.29,US,1702340448,0.010000000000047748
359,clarksdale,34.2001,-90.5709,281.43,44,6,3.13,US,1702340521,8.28000000000003
360,warman,52.3168,-106.5679,264.1,61,20,5.14,CA,1702340637,-9.049999999999955
361,fuerte olimpo,-21.0415,-57.8738,302.41,58,35,1.4,PY,1702340637,29.260000000000048
362,point pedro,9.8167,80.2333,299.78,76,89,6.24,LK,1702340638,26.629999999999995
363,fort st. john,56.2499,-120.8529,268.09,74,40,3.6,CA,1702340521,-5.060000000000002
364,spencer,43.1414,-95.1444,277.35,61,0,4.12,US,1702340638,4.2000000000000455
365,xiva,41.3783,60.3639,255.14,43,0,8.47,UZ,1702340639,-18.00999999999999
366,grande prairie,55.1667,-118.8027,266.25,86,75,2.06,CA,1702340402,-6.899999999999977
367,zeya,53.75,127.2667,240.09,94,5,1.41,RU,1702340639,-33.059999999999974
368,yasuj,30.6682,51.588,273.9,51,0,0.0,IR,1702340640,0.75
369,afaahiti,-17.75,-149.2833,303.08,80,94,9.73,PF,1702340640,29.930000000000007
370,labytnangi,66.6572,66.4183,247.12,98,100,3.68,RU,1702340640,-26.029999999999973
371,laascaanood,8.4774,47.3597,293.44,72,52,3.49,SO,1702340438,20.29000000000002
372,nantucket,41.2835,-70.0995,279.23,65,75,8.23,US,1702340562,6.080000000000041
373,nogliki,51.8333,143.1667,251.12,93,7,4.02,RU,1702340641,-22.029999999999973
374,illizi,26.4833,8.4667,283.04,36,0,2.53,DZ,1702340642,9.890000000000043
375,tweed heads,-28.1817,153.547,301.58,54,40,3.6,AU,1702340488,28.430000000000007
376,richards bay,-28.783,32.0377,292.17,95,62,1.63,ZA,1702340643,19.02000000000004
377,hobyo,5.3505,48.5268,299.74,73,91,7.62,SO,1702340643,26.590000000000032
378,pasuquin,18.3328,120.6177,299.12,94,20,2.06,PH,1702340644,25.970000000000027
379,hammerfest,70.6634,23.6821,271.4,100,75,5.14,NO,1702340355,-1.75
380,kyenjojo,0.6328,30.6214,289.07,96,50,0.44,UG,1702340644,15.920000000000016
381,horta,38.5333,-28.6333,286.49,80,11,3.13,PT,1702340645,13.340000000000032
382,misratah,32.3754,15.0925,291.53,71,40,5.53,LY,1702340645,18.379999999999995
383,rio gallegos,-51.6226,-69.2181,284.18,76,75,7.2,AR,1702340482,11.03000000000003
384,grand falls-windsor,48.9332,-55.6649,286.76,88,100,4.02,CA,1702340569,13.610000000000014
385,zheleznogorsk-ilimskiy,56.5768,104.1217,237.8,100,56,0.89,RU,1702340646,-35.349999999999966
386,labrador city,52.9463,-66.9114,267.1,86,100,3.6,CA,1702340646,-6.0499999999999545
387,suva,-18.1416,178.4415,301.86,58,20,4.12,FJ,1702340647,28.710000000000036
388,palmer,42.1584,-72.3287,276.96,63,40,1.79,US,1702340647,3.8100000000000023
389,makarov,48.6333,142.8,261.16,67,44,1.93,RU,1702340647,-11.989999999999952
390,arraial do cabo,-22.9661,-42.0278,296.13,94,100,2.06,BR,1702340648,22.980000000000018
391,cockburn town,21.4612,-71.1419,299.92,85,4,9.8,TC,1702340648,26.77000000000004
392,yigo village,13.5361,144.8886,303.77,72,75,7.72,GU,1702340649,30.620000000000005
393,palikir - national government center,6.9248,158.1611,303.62,70,75,2.57,FM,1702340395,30.470000000000027
394,neiafu,-18.65,-173.9833,302.53,54,40,3.6,TO,1702340649,29.379999999999995
395,vadso,70.0744,29.7487,263.24,79,68,5.66,NO,1702340563,-9.909999999999968
396,motygino,58.1831,94.7592,242.9,97,97,0.71,RU,1702340650,-30.24999999999997
397,sandnessjoen,66.0217,12.6316,258.44,78,3,6.59,NO,1702340651,-14.70999999999998
398,toulepleu guere,6.574,-8.4259,298.17,76,73,0.09,CI,1702340651,25.02000000000004
399,sorong,-0.8833,131.25,301.97,74,83,1.34,ID,1702340651,28.82000000000005
400,dombarovskiy,50.7587,59.5386,247.59,83,6,6.71,RU,1702340500,-25.559999999999974
401,adampur,31.4328,75.7175,283.28,38,3,2.3,IN,1702340652,10.129999999999995
402,fonte boa,-2.4959,-66.2662,298.2,93,100,0.93,BR,1702340653,25.05000000000001
403,chom bueng,13.62,99.5917,296.24,83,43,1.46,TH,1702340653,23.090000000000032
404,santo augusto,-27.8508,-53.7772,293.18,77,0,3.77,BR,1702340654,20.03000000000003
405,phan rang-thap cham,11.5667,108.9833,296.1,79,100,2.76,VN,1702340355,22.950000000000045
406,tindouf,27.6711,-8.1474,288.4,29,90,2.06,DZ,1702340654,15.25
407,salinopolis,-0.6136,-47.3561,300.5,80,43,6.16,BR,1702340655,27.350000000000023
408,madison heights,42.4859,-83.1052,274.76,67,100,5.14,US,1702340655,1.6100000000000136
409,yorkton,51.2167,-102.4677,265.06,62,0,10.8,CA,1702340656,-8.089999999999975
410,xinyuan,37.3,99.0,257.46,58,7,0.97,CN,1702340656,-15.689999999999998
411,langxiang,46.95,128.8833,250.51,81,90,0.85,CN,1702340657,-22.639999999999986
412,molde,62.7375,7.1591,267.06,86,24,4.12,NO,1702340657,-6.089999999999975
413,kapuskasing,49.4169,-82.4331,265.2,86,100,5.14,CA,1702340658,-7.949999999999989
414,ghat,24.9647,10.1728,284.97,38,0,1.66,LY,1702340658,11.82000000000005
415,huarmey,-10.0681,-78.1522,293.93,84,9,4.0,PE,1702340598,20.78000000000003
416,gadzhiyevo,69.2551,33.3362,258.5,94,77,5.54,RU,1702340659,-14.649999999999977
417,taichung,24.1469,120.6839,297.1,87,75,3.09,TW,1702340112,23.950000000000045
418,picota,-6.9197,-76.3304,302.42,80,84,0.95,PE,1702340662,29.27000000000004
419,pazaryeri,39.994,29.9042,275.44,90,53,1.45,TR,1702340665,2.2900000000000205
420,callao,-12.0667,-77.15,296.33,77,40,4.63,PE,1702340668,23.180000000000007
421,trashi yangtse,27.6116,91.498,279.15,73,54,2.56,BT,1702340669,6.0
422,barth,54.3635,12.7249,277.47,93,100,4.48,DE,1702340669,4.32000000000005
423,dingtao,35.0683,115.5625,266.33,97,55,1.35,CN,1702340670,-6.819999999999993
424,santa lucia,27.9117,-15.5407,293.02,28,0,3.09,ES,1702340676,19.870000000000005
425,tazacorte,28.629,-17.9293,292.69,57,0,3.58,ES,1702340678,19.54000000000002
426,ar ruseris,11.8659,34.3869,299.16,25,94,2.54,SD,1702340679,26.010000000000048
427,bezhetsk,57.7851,36.6965,266.78,91,100,6.63,RU,1702340679,-6.3700000000000045
428,sao joao da barra,-21.6403,-41.0511,298.2,95,100,3.27,BR,1702340437,25.05000000000001
429,wynyard,-41.0,145.7167,291.65,72,100,3.22,AU,1702340680,18.5
430,levanger,63.7464,11.2996,265.18,84,70,2.08,NO,1702340681,-7.96999999999997
431,altus,34.6381,-99.334,284.25,37,0,3.6,US,1702340681,11.100000000000023
432,malango,-2.9627,119.9001,296.96,82,75,0.25,ID,1702340682,23.810000000000002
433,korhogo,9.45,-5.6333,295.9,21,4,1.12,CI,1702340682,22.75
434,joshimath,30.5667,79.5667,276.05,37,5,2.72,IN,1702340682,2.900000000000034
435,ulsteinvik,62.3432,5.8487,274.22,82,13,1.79,NO,1702340653,1.07000000000005
436,kristinestad,62.2743,21.376,263.73,91,100,3.55,FI,1702340694,-9.419999999999959
437,qorovulbozor,39.5006,64.7936,260.99,40,12,8.52,UZ,1702340695,-12.159999999999968
438,arkhangel'sk,64.5401,40.5433,259.21,77,40,3.0,RU,1702340407,-13.939999999999998
439,glace bay,46.1969,-59.957,286.98,94,100,12.52,CA,1702340695,13.830000000000041
440,kendraparha,20.5,86.4167,288.87,52,1,1.76,IN,1702340696,15.720000000000027
441,san patricio,28.017,-97.5169,291.06,48,100,3.35,US,1702340476,17.910000000000025
442,kudahuvadhoo,2.6708,72.8944,301.17,72,35,2.2,MV,1702340696,28.02000000000004
443,usogorsk,63.4106,48.6872,257.41,92,100,5.09,RU,1702340697,-15.739999999999952
444,bodaybo,57.8506,114.1933,244.32,99,100,0.4,RU,1702340697,-28.829999999999984
445,turpan,42.9333,89.1667,272.39,66,100,1.28,CN,1702340697,-0.7599999999999909
446,malpica,43.3228,-8.8105,288.7,80,100,7.86,ES,1702340698,15.550000000000011
447,penhalonga,-18.8911,32.6978,289.85,98,100,0.41,ZW,1702340698,16.700000000000045
448,saint cloud,45.5608,-94.1625,273.36,80,40,3.6,US,1702340419,0.21000000000003638
449,vernon,50.2581,-119.2691,275.79,90,55,0.51,CA,1702340698,2.640000000000043
450,balykshi,47.0667,51.8667,257.15,55,40,11.0,KZ,1702340699,-16.0
451,quelimane,-17.8786,36.8883,301.12,83,0,5.66,MZ,1702340699,27.970000000000027
452,acapulco de juarez,16.8634,-99.8901,302.05,74,100,1.54,MX,1702340525,28.900000000000034
453,saurimo,-9.6608,20.3916,291.61,99,100,1.58,AO,1702340700,18.460000000000036
454,opatow,50.8006,21.4254,275.1,96,100,5.41,PL,1702340700,1.9500000000000455
455,raja,8.4596,25.678,298.13,25,100,1.88,SS,1702340701,24.980000000000018
456,narrabri,-30.3167,149.7833,304.0,43,0,0.89,AU,1702340701,30.850000000000023
457,muynoq,43.7683,59.0214,265.24,77,100,9.32,UZ,1702340701,-7.909999999999968
458,sabang,5.8933,95.3214,300.08,77,80,0.85,ID,1702340702,26.930000000000007
459,canutama,-6.5339,-64.3831,297.42,97,100,0.46,BR,1702340703,24.27000000000004
460,castillos,-34.1667,-53.8333,290.96,92,76,4.25,UY,1702340703,17.810000000000002
461,nishinoomote,30.7333,131.0,292.46,82,75,8.75,JP,1702340704,19.310000000000002
462,la ronge,55.1001,-105.2842,261.29,61,0,6.69,CA,1702340704,-11.859999999999957
463,miranda,3.2499,-76.2281,298.22,92,65,2.86,CO,1702340705,25.07000000000005
464,gumdag,39.2061,54.5906,271.61,41,14,13.52,TM,1702340705,-1.5399999999999636
465,thurso,58.5927,-3.5259,279.29,75,100,4.82,GB,1702340706,6.140000000000043
466,torbat-e heydariyeh,35.274,59.2195,278.7,65,41,1.76,IR,1702340706,5.550000000000011
467,sao jose da coroa grande,-8.8978,-35.1478,299.08,75,0,4.26,BR,1702340707,25.930000000000007
468,tepalcatepec,19.1833,-102.85,299.95,46,82,2.28,MX,1702340708,26.80000000000001
469,poltavka,54.3663,71.7632,244.4,93,6,4.37,RU,1702340708,-28.74999999999997
470,pisco,-13.7,-76.2167,293.18,83,0,9.26,PE,1702340708,20.03000000000003
471,tuy hoa,13.0833,109.3,296.48,90,62,1.74,VN,1702340709,23.33000000000004
472,bintulu,3.1667,113.0333,300.38,89,20,1.54,MY,1702340709,27.230000000000018
473,lauro de freitas,-12.8944,-38.3272,300.16,78,0,7.72,BR,1702340710,27.010000000000048
474,champerico,14.3,-91.9167,301.07,71,11,2.26,GT,1702340711,27.920000000000016
475,ranot,7.7777,100.3213,300.27,80,94,3.87,TH,1702340711,27.120000000000005
476,el carril,-25.0741,-65.4917,297.62,64,83,1.22,AR,1702340712,24.470000000000027
477,mount isa,-20.7333,139.5,304.02,33,1,5.66,AU,1702340563,30.870000000000005
478,poronaysk,49.2167,143.1167,258.14,79,34,2.02,RU,1702340712,-15.009999999999991
479,kutna hora,49.9484,15.2682,280.92,80,75,4.12,CZ,1702340713,7.770000000000039
480,guangyuan,32.442,105.823,279.42,78,1,0.86,CN,1702340713,6.270000000000039
481,shimoda,34.6667,138.95,288.35,96,100,6.8,JP,1702340713,15.200000000000045
482,dabola,10.75,-11.1167,294.12,25,16,0.5,GN,1702340714,20.970000000000027
483,ta`u,-14.2336,-169.5144,299.58,89,99,8.69,AS,1702340714,26.430000000000007
484,dawson creek,55.7666,-120.2362,272.95,51,0,5.14,CA,1702340715,-0.19999999999998863
485,severobaykal'sk,55.65,109.3167,248.99,86,68,3.14,RU,1702340715,-24.159999999999968
486,koungheul,13.9833,-14.8,298.58,16,19,3.83,SN,1702340715,25.430000000000007
487,weare,43.0948,-71.7306,276.43,88,12,0.45,US,1702340716,3.2800000000000296
488,east end,34.5507,-92.341,282.93,65,8,1.77,US,1702340716,9.78000000000003
489,barcelos,41.5388,-8.6151,290.23,95,100,4.0,PT,1702340717,17.08000000000004
490,ebon,4.582,168.6964,300.46,84,98,8.83,MH,1702340717,27.310000000000002
491,yemel'yanovo,56.1681,92.6767,234.31,73,50,1.0,RU,1702340717,-38.839999999999975
492,nova xavantina,-14.6667,-52.35,297.19,87,99,0.8,BR,1702340718,24.04000000000002
493,luwuk,-0.9516,122.7875,302.61,69,90,0.15,ID,1702340718,29.460000000000036
494,belozersk,60.0326,37.7957,265.36,91,100,5.81,RU,1702340719,-7.789999999999964
495,abocho,7.5677,6.9863,295.77,27,1,2.04,NG,1702340719,22.620000000000005
496,pangody,65.85,74.4859,245.8,88,100,5.46,RU,1702340720,-27.349999999999966
497,sanming,26.2486,117.6186,289.03,91,89,1.78,CN,1702340720,15.879999999999995
498,waitara,-38.925,174.25,289.53,68,56,10.62,NZ,1702340720,16.379999999999995
499,angaur state,6.906,134.13,301.46,76,99,5.1,PW,1702340721,28.310000000000002
500,cuenca,-2.8833,-78.9833,291.22,55,40,3.6,EC,1702340549,18.07000000000005
501,kenai,60.5544,-151.2583,272.2,88,20,5.66,US,1702340721,-0.9499999999999886
502,chui,-33.6971,-53.4616,291.65,91,60,4.69,UY,1702340722,18.5
503,skelleftea,64.7507,20.9528,267.35,100,100,3.09,SE,1702340722,-5.7999999999999545
504,bethanie,-26.4833,17.15,292.6,35,0,2.49,NA,1702340722,19.450000000000045
505,pacocha,-17.5833,-71.3333,292.62,87,60,0.89,PE,1702340723,19.470000000000027
506,zapolyarnyy,69.4154,30.8136,258.75,99,30,3.34,RU,1702340723,-14.399999999999977
507,ar ruways,24.1103,52.7306,294.61,67,49,1.9,AE,1702340723,21.460000000000036
508,inhambane,-23.865,35.3833,298.78,95,100,3.72,MZ,1702340724,25.629999999999995
509,pocatello,42.8713,-112.4455,274.36,89,100,1.54,US,1702340724,1.2100000000000364
510,buta,2.7858,24.73,295.23,95,94,0.89,CD,1702340725,22.08000000000004
511,aykhal,66.0,111.5,246.87,99,100,2.06,RU,1702340725,-26.279999999999973
512,zhangjiakou,40.81,114.8794,265.7,89,50,1.36,CN,1702340725,-7.449999999999989
513,wagar,16.1525,36.2032,298.63,55,82,3.62,SD,1702340726,25.480000000000018
514,tres palos,18.1833,-101.6167,297.38,67,92,1.66,MX,1702340726,24.230000000000018
515,barysh,53.6553,47.1123,258.67,85,100,8.15,RU,1702340726,-14.479999999999961
516,nizhniy odes,63.6445,54.856,254.32,96,100,5.96,RU,1702340727,-18.829999999999984
517,japaratuba,-10.5933,-36.9403,299.75,83,61,3.75,BR,1702340727,26.600000000000023
518,yemetsk,63.4721,41.7941,262.41,94,100,3.91,RU,1702340727,-10.739999999999952
519,devoto,-31.4043,-62.3063,295.99,46,0,3.7,AR,1702340728,22.840000000000032
520,yarega,63.4354,53.5765,255.86,93,100,5.79,RU,1702340728,-17.289999999999964
521,tazovsky,67.4667,78.7,247.78,94,100,3.96,RU,1702340541,-25.369999999999976
522,araras,-22.3569,-47.3842,294.97,87,54,3.44,BR,1702340729,21.82000000000005
523,houma,29.5958,-90.7195,283.71,57,0,0.0,US,1702340704,10.560000000000002
524,salekhard,66.53,66.6019,246.19,98,100,4.26,RU,1702340730,-26.95999999999998
525,puerto baquerizo moreno,-0.9,-89.6,297.7,83,75,4.63,EC,1702340730,24.55000000000001
526,timbiqui,2.7717,-77.6654,298.89,92,72,1.03,CO,1702340730,25.74000000000001
527,patong,7.8961,98.2966,298.23,84,100,3.48,TH,1702340731,25.08000000000004
528,altamira,-3.2033,-52.2064,296.68,94,99,0.89,BR,1702340623,23.53000000000003
529,el bauga,18.262,33.9081,294.23,22,50,4.89,SD,1702340731,21.08000000000004
530,kargasok,59.0556,80.8572,244.24,93,68,3.13,RU,1702340732,-28.909999999999968
531,escanaba,45.7453,-87.0646,270.35,93,100,4.12,US,1702340724,-2.7999999999999545
532,omamacho-omama,36.4333,139.2833,285.62,91,100,1.55,JP,1702340659,12.470000000000027
533,limon,10.0,-83.0333,301.09,89,40,0.0,CR,1702340733,27.939999999999998
534,nizao,18.25,-70.2,298.84,81,0,5.44,DO,1702340733,25.689999999999998
535,katsuren-haebaru,26.3369,127.8719,296.16,88,100,4.12,JP,1702340733,23.010000000000048
536,zakynthos,37.7914,20.8953,282.95,73,17,3.13,GR,1702340734,9.800000000000011
537,kapa'a,22.0752,-159.319,301.14,84,40,4.63,US,1702340579,27.99000000000001
538,kegen,43.0197,79.2203,260.55,95,100,2.96,KZ,1702340734,-12.599999999999966
539,cannonvale,-20.2833,148.7,298.81,86,48,10.02,AU,1702340735,25.660000000000025
540,zaozersk,69.4005,32.4476,256.71,96,27,4.25,RU,1702340735,-16.439999999999998
541,kitimat,54.0524,-128.6534,273.53,65,64,0.06,CA,1702340567,0.37999999999999545
542,hadibu,12.65,54.0333,297.22,72,81,4.57,YE,1702340736,24.07000000000005
543,novo aripuana,-5.1206,-60.3797,296.81,96,99,1.4,BR,1702340736,23.660000000000025
544,muntok,-2.0667,105.1833,299.01,87,94,3.13,ID,1702340736,25.860000000000014
545,newman,37.3138,-121.0208,289.34,47,40,2.2,US,1702340591,16.189999999999998
546,el sauzal de rodriguez,31.9,-116.6833,290.05,67,100,2.13,MX,1702340737,16.900000000000034
547,tual,-5.6667,132.75,301.49,78,92,3.94,ID,1702340737,28.340000000000032
548,el jadid,33.2549,-8.506,291.11,82,31,0.79,MA,1702340738,17.960000000000036
549,harnosand,62.6323,17.9379,269.15,94,100,5.22,SE,1702340738,-4.0
550,guiratinga,-16.3494,-53.7583,295.89,91,83,4.3,BR,1702340738,22.74000000000001
551,hedaru,-4.5,37.9,295.02,89,88,0.8,TZ,1702340739,21.870000000000005
552,olyokminsk,60.3736,120.4264,243.06,98,100,1.76,RU,1702340739,-30.089999999999975
553,kaitong,44.8135,123.15,253.77,85,13,1.28,CN,1702340740,-19.379999999999967
