City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,malvan,16.0667,73.4667,-521.3899999999999,67,25,2.47,IN,1702254453
284,wagenfeld,52.55,8.5833,-535.6399999999999,80,97,9.47,DE,1702254454
285,cooma,-36.2333,149.1333,-522.17,58,100,3.33,AU,1702254454
286,hasaki,35.7333,140.8333,-532.25,66,100,1.43,JP,1702254178
287,cradock,-32.1642,25.6192,-534.7299999999999,80,65,1.68,ZA,1702254455
288,vila franca do campo,37.7167,-25.4333,-528.03,99,100,4.36,PT,1702253976
289,viedma,-40.8135,-62.9967,-524.6399999999999,38,39,8.31,AR,1702253942
290,cabo san lucas,22.8909,-109.9124,-518.13,48,0,5.14,MX,1702253821
291,lasem,-6.6922,111.4527,-520.27,82,100,3.22,ID,1702254456
292,quellon,-43.1167,-73.6167,-533.13,83,99,2.42,CL,1702253888
293,chibougamau,49.9168,-74.3659,-549.51,93,100,4.12,CA,1702253808
294,palangkaraya,-2.2,113.8333,-522.12,95,100,0.3,ID,1702254457
295,mishelevka,52.8575,103.1719,-579.7199999999999,100,18,0.69,RU,1702254457
296,aykhal,66.0,111.5,-574.3399999999999,99,100,2.46,RU,1702253868
297,skien,59.2075,9.6105,-546.87,90,100,4.81,NO,1702254458
298,broome,42.2506,-75.833,-540.9799999999999,95,100,5.14,US,1702254458
299,adam,22.3756,57.5233,-529.88,71,8,2.1,OM,1702254458
300,magomeni,-6.8,39.25,-521.0,90,93,1.89,TZ,1702254459
301,tadine,-21.55,167.8833,-521.05,57,96,7.0,NC,1702254459
302,chilliwack,49.1747,-121.9443,-539.63,99,100,0.89,CA,1702254297
303,saint-pierre,-21.3393,55.4781,-522.4799999999999,78,75,1.54,RE,1702253850
304,longboat key,27.4125,-82.659,-526.8499999999999,67,20,0.89,US,1702253979
305,corner brook,48.9667,-57.9484,-549.2099999999999,90,100,2.58,CA,1702254254
306,zanzibar,-6.1639,39.1979,-521.18,89,78,2.47,TZ,1702254461
307,ad dawadimi,24.5077,44.3924,-533.6599999999999,24,60,4.63,SA,1702254461
308,peace river,56.2501,-117.286,-546.13,59,75,3.6,CA,1702254461
309,south bend,41.6834,-86.25,-544.19,95,100,3.09,US,1702254233
310,labrador city,52.9463,-66.9114,-547.3499999999999,93,100,5.14,CA,1702253712
311,saint helena,-15.95,-5.7,-527.12,77,47,7.66,SH,1702254462
312,miles city,46.4083,-105.8406,-543.76,64,0,3.6,US,1702254083
313,bathsheba,13.2167,-59.5167,-519.9599999999999,83,75,8.23,BB,1702254463
314,chai buri,8.4622,99.0763,-521.4399999999999,97,50,1.05,TH,1702254463
315,bumba,2.1833,22.4667,-523.27,92,100,0.7,CD,1702254121
316,las tablas,7.7667,-80.2833,-518.9799999999999,99,30,1.13,PA,1702254464
317,santa elena de uairen,4.6167,-61.1333,-522.27,62,94,0.96,VE,1702254133
318,yacuiba,-22.038,-63.6797,-527.01,96,100,1.83,BO,1702254465
319,barclayville,4.6797,-8.2339,-520.4699999999999,86,10,1.66,LR,1702254465
320,illizi,26.4833,8.4667,-536.4099999999999,72,32,1.43,DZ,1702254465
321,belmonte,-15.8631,-38.8828,-521.51,85,3,2.88,BR,1702254052
322,kabo,7.6994,18.629,-522.87,27,95,1.63,CF,1702254466
323,tonsberg,59.2675,10.4076,-546.55,98,100,4.63,NO,1702254466
324,giyani,-23.3025,30.7187,-525.91,95,95,4.27,ZA,1702254467
325,yarmouth,41.7057,-70.2286,-531.31,95,100,6.69,US,1702253660
326,pochaiv,50.0051,25.5118,-550.1599999999999,94,100,4.57,UA,1702254467
327,adrar,20.5022,-10.0711,-528.42,21,47,6.14,MR,1702254468
328,ancud,-41.8697,-73.8203,-533.18,83,96,2.92,CL,1702254098
329,ashburton,-37.8626,145.0794,-526.91,95,100,1.34,AU,1702254468
330,carutapera,-1.195,-46.02,-519.8,79,52,3.18,BR,1702253996
331,as sulayyil,20.4607,45.5779,-533.1599999999999,29,52,2.23,SA,1702254469
332,gisborne,-38.6533,178.0042,-530.18,68,86,3.28,NZ,1702254469
333,gadzhiyevo,69.2551,33.3362,-559.78,89,95,7.22,RU,1702253957
334,hammerfest,70.6634,23.6821,-550.05,68,75,4.12,NO,1702253892
335,kapit,2.0167,112.9333,-521.81,94,100,0.5,MY,1702253913
336,ouadda,8.0777,22.4007,-524.0999999999999,42,70,1.32,CF,1702254470
337,timbuktu,16.7735,-3.0074,-526.18,19,3,5.1,ML,1702254471
338,tongouson,5.0214,120.1328,-518.88,78,100,2.16,PH,1702254471
339,bodo,67.28,14.405,-549.28,63,0,9.77,NO,1702254472
340,coracora,-15.0333,-73.7833,-533.13,71,100,1.02,PE,1702254472
341,novoutkinsk,56.993,59.5571,-580.3699999999999,100,79,1.19,RU,1702254472
342,arteche,12.2645,125.4048,-519.3499999999999,87,100,4.52,PH,1702254473
343,flying fish cove,-10.4217,105.6791,-520.4799999999999,78,75,4.63,CX,1702253726
344,nar'yan-mar,67.6713,53.087,-569.02,91,99,4.92,RU,1702253878
345,mujiayingzi,42.1167,118.7833,-560.04,87,100,1.34,CN,1702254474
346,hithadhoo,-0.6,73.0833,-518.53,76,92,2.42,MV,1702254032
347,dawson creek,55.7666,-120.2362,-545.5,60,75,3.6,CA,1702254474
348,cooper's town,26.8667,-77.5167,-521.63,86,17,9.51,BS,1702254091
349,portland,45.5234,-122.6762,-533.4699999999999,94,100,2.68,US,1702254056
350,severo-yeniseyskiy,60.3725,93.0408,-584.8699999999999,100,79,0.45,RU,1702253861
351,thurso,58.5927,-3.5259,-540.1599999999999,80,100,8.77,GB,1702254475
352,plastun,44.7561,136.2939,-561.9799999999999,48,0,3.35,RU,1702254476
353,tazacorte,28.629,-17.9293,-524.55,41,0,4.02,ES,1702253904
354,santa cruz,-17.8,-63.1667,-519.5999999999999,69,75,6.17,BO,1702253850
355,villamontes,-21.25,-63.5,-524.54,87,100,1.07,BO,1702254477
356,colares,38.7992,-9.4469,-529.2099999999999,96,2,4.02,PT,1702254477
357,kill devil hills,36.0307,-75.676,-526.3,97,100,7.72,US,1702254443
358,malmberget,67.1753,20.6549,-558.99,85,100,2.57,SE,1702254477
359,uturoa,-16.7333,-151.4333,-519.25,80,35,9.97,PF,1702253848
360,shyroke,47.6917,33.2571,-544.13,98,100,2.79,UA,1702254478
361,eastham,41.8301,-69.9739,-531.3299999999999,95,100,4.63,US,1702254478
362,shangrao,28.4532,117.9686,-528.74,92,60,0.52,CN,1702254479
363,ulladulla,-35.35,150.4667,-521.18,67,92,3.23,AU,1702254479
364,katabu,-4.9333,122.5167,-518.7099999999999,83,100,2.44,ID,1702254479
365,la passe,45.5549,-0.8967,-530.17,91,100,9.2,FR,1702253961
366,tangalle,6.024,80.7911,-522.2099999999999,92,100,1.58,LK,1702254480
367,mariental,-24.6333,17.9667,-525.4599999999999,15,0,4.93,,1702254480
368,chagoda,59.164,35.3285,-556.69,94,100,3.48,RU,1702254481
369,lompoc,34.6391,-120.4579,-524.2199999999999,55,0,2.57,US,1702253888
370,tionk essil,12.7856,-16.5217,-523.3199999999999,45,93,2.28,SN,1702254481
371,nakhon phanom,17.3333,104.4167,-523.41,73,8,1.92,TH,1702254482
372,ingeniero guillermo n. juarez,-23.9,-61.85,-523.11,59,82,2.21,AR,1702254482
373,piedecuesta,6.9879,-73.0495,-523.68,86,100,2.37,CO,1702254482
374,whitby,54.4877,-0.615,-539.0,91,100,0.45,GB,1702254361
375,acarau,-2.8856,-40.12,-519.4599999999999,76,47,7.17,BR,1702253956
376,charlestown,-32.95,151.6667,-516.4799999999999,67,5,1.34,AU,1702254483
377,kawambwa,-9.7915,29.0791,-528.7299999999999,97,100,1.55,ZM,1702254484
378,chico,39.7285,-121.8375,-532.6099999999999,52,0,0.0,US,1702254223
379,mosonmagyarovar,47.8679,17.2699,-544.26,91,56,5.71,HU,1702254485
380,ceeldheer,3.8488,47.1806,-520.3,82,9,6.19,SO,1702253992
381,ulanhot,46.0833,122.0833,-567.6399999999999,71,20,1.82,CN,1702254485
382,tolanaro,-25.0319,46.9987,-522.5999999999999,96,65,4.21,MG,1702253950
383,bukan,36.521,46.2089,-541.2299999999999,84,89,1.54,IR,1702254486
384,ballina,-28.8667,153.5667,-518.6399999999999,57,68,4.23,AU,1702254486
385,pacific grove,36.6177,-121.9166,-528.3199999999999,63,0,3.58,US,1702254114
386,labuan,5.2767,115.2417,-518.0999999999999,83,20,1.54,MY,1702254487
387,dakhla,23.6848,-15.958,-524.62,44,35,5.28,EH,1702254487
388,dongcun,36.7767,121.1597,-545.6499999999999,92,100,7.55,CN,1702254487
389,tofol,5.3248,163.0078,-517.42,79,75,2.57,FM,1702253876
390,christchurch,-43.5333,172.6333,-522.67,42,6,6.69,NZ,1702254306
391,kirakira,-10.4544,161.9205,-518.24,79,66,1.25,SB,1702254488
392,bikenibeu village,1.3673,173.1241,-517.78,76,66,2.99,KI,1702254147
393,laojunmiao,39.8333,97.7333,-550.81,57,100,1.39,CN,1702254489
394,saltsjobaden,59.2833,18.3,-544.4699999999999,89,100,4.02,SE,1702254489
395,margate,51.3813,1.3862,-534.5699999999999,76,5,7.15,GB,1702254490
396,garachico,28.7781,-17.7646,-526.03,82,0,2.57,ES,1702253985
397,boa vista,2.8197,-60.6733,-516.31,58,40,3.6,BR,1702253958
398,leh,34.1667,77.5833,-555.93,37,77,1.7,IN,1702254491
399,at taj,24.2049,23.2857,-534.3999999999999,55,0,4.45,LY,1702254491
400,recani,31.2846,-4.2688,-530.77,45,10,1.9,MA,1702254491
401,puerto armuelles,8.2833,-82.8667,-516.81,73,43,3.13,PA,1702254492
402,tazovsky,67.4667,78.7,-571.9799999999999,97,100,4.56,RU,1702253832
403,edmundston,47.3737,-68.3251,-541.67,92,100,1.54,CA,1702254492
404,akyurt,40.1351,33.0861,-542.3399999999999,93,40,1.03,TR,1702254493
405,minbu,20.1833,94.8833,-526.16,83,8,2.36,MM,1702254493
406,konya,38.1667,32.5,-544.5899999999999,79,100,1.17,TR,1702254494
407,ebon,4.582,168.6964,-518.2299999999999,80,25,5.11,MH,1702254494
408,chinde,26.8418,88.0763,-537.76,76,9,1.87,NP,1702254495
409,kyren,51.6828,102.1408,-571.3299999999999,91,21,0.45,RU,1702254495
410,elizabeth city,36.2946,-76.2511,-527.29,96,100,9.26,US,1702254496
411,namibe,-15.1961,12.1522,-524.15,78,68,3.21,AO,1702254280
412,khandyga,62.6667,135.6,-579.76,98,100,0.87,RU,1702253996
413,isola di capo rizzuto,38.96,17.0933,-534.53,79,13,14.53,IT,1702254497
414,san luis de la loma,17.2706,-100.8939,-519.42,75,100,1.4,MX,1702253960
415,chichli,22.8333,78.8167,-531.0799999999999,72,0,0.75,IN,1702254497
416,nevel'sk,46.6733,141.8633,-555.44,76,100,11.39,RU,1702254498
417,yelizovo,53.1873,158.3805,-545.2199999999999,100,100,5.0,RU,1702254498
418,port douglas,-16.4833,145.4667,-517.01,58,26,2.84,AU,1702253979
419,geraldton,-28.7667,114.6,-518.0699999999999,15,0,12.86,AU,1702254499
420,bakchar,57.0186,82.0711,-576.38,96,44,2.62,RU,1702254499
421,cullinan,-25.6709,28.5236,-528.62,86,100,2.98,ZA,1702254500
422,puerto baquerizo moreno,-0.9,-89.6,-522.27,86,30,5.01,EC,1702254073
423,massawa,15.6097,39.45,-518.9399999999999,64,2,1.55,ER,1702254501
424,fortuna,40.5982,-124.1573,-531.87,75,75,0.0,US,1702253852
425,feijo,-8.1642,-70.3536,-521.36,91,98,1.06,BR,1702254501
426,el carril,-25.0741,-65.4917,-527.8299999999999,81,100,1.09,AR,1702254502
427,rio grande,-32.035,-52.0986,-526.24,87,91,7.8,BR,1702253763
428,nuku'alofa,-21.1333,-175.2,-519.11,65,40,3.09,TO,1702254502
429,kas,36.2018,29.6377,-532.2199999999999,80,97,4.2,TR,1702254503
430,laguna,38.421,-121.4238,-531.81,58,0,1.54,US,1702254503
431,sandnessjoen,66.0217,12.6316,-551.01,80,69,7.2,NO,1702254503
432,richland,40.7834,-82.5499,-545.18,90,100,3.09,US,1702254456
433,glace bay,46.1969,-59.957,-540.62,89,100,6.69,CA,1702254504
434,karachayevsk,43.774,41.9142,-542.5899999999999,68,10,1.87,RU,1702254504
435,monrovia,6.3005,-10.7969,-521.43,82,57,3.2,LR,1702254505
436,conception bay south,47.4999,-52.9981,-547.56,92,57,3.8,CA,1702254505
437,elliot lake,46.3834,-82.6331,-549.8,83,99,2.61,CA,1702254506
438,blythe,33.6103,-114.5964,-529.62,10,7,2.39,US,1702254506
439,klaksvik,62.2266,-6.589,-539.79,85,100,7.86,FO,1702254506
440,suez,29.9737,32.5263,-532.55,54,4,0.46,EG,1702254507
441,pamekasan,-7.1568,113.4746,-519.06,76,100,1.69,ID,1702254507
442,karungdong,5.8844,121.263,-518.79,78,76,0.3,PH,1702254508
443,dausa,26.8833,76.3333,-533.52,41,2,1.19,IN,1702254508
444,upington,-28.4478,21.2561,-525.0899999999999,30,0,3.09,ZA,1702254029
445,la'ie,21.6477,-157.9253,-516.6399999999999,72,14,1.79,US,1702253873
446,makokou,0.5738,12.8642,-524.42,96,100,1.02,GA,1702254509
447,nyurba,63.2842,118.3319,-575.2299999999999,98,100,2.38,RU,1702254510
448,the pas,53.8251,-101.2541,-558.29,92,100,4.63,CA,1702254510
449,nova vicosa,-17.8919,-39.3719,-521.52,84,16,3.53,BR,1702254502
450,north bend,43.4065,-124.2243,-532.88,100,100,2.57,US,1702254511
451,tomatlan,19.9333,-105.25,-520.36,65,90,0.83,MX,1702254511
452,belle fourche,44.6714,-103.8522,-541.25,36,21,4.01,US,1702254511
453,berdigestyakh,62.0989,126.6992,-573.69,92,100,4.88,RU,1702253980
454,regina,50.4501,-104.6178,-549.6099999999999,84,20,2.06,CA,1702254092
455,suntar,62.1444,117.6319,-574.2399999999999,95,100,2.97,RU,1702254512
456,shujaabad,29.8797,71.2931,-534.27,27,0,1.9,PK,1702254512
457,ataq,14.5377,46.8319,-531.8,32,5,1.55,YE,1702254513
458,tsu,34.7303,136.5086,-531.8899999999999,75,99,0.49,JP,1702254429
459,mount isa,-20.7333,139.5,-519.43,47,75,6.17,AU,1702253962
460,polyarnyy,69.1989,33.4478,-558.92,88,95,7.51,RU,1702254514
461,talcahuano,-36.7167,-73.1167,-531.4799999999999,72,0,6.17,CL,1702253969
462,san fernando de apure,7.8878,-67.4724,-518.7099999999999,51,28,1.98,VE,1702254514
463,paraiso,9.8383,-83.8656,-525.3499999999999,96,51,1.57,CR,1702254515
464,hadibu,12.65,54.0333,-521.9399999999999,72,26,4.85,YE,1702253864
465,brisas de zicatela,15.8369,-97.0419,-519.01,69,40,1.03,MX,1702254515
466,amos,48.5669,-78.1162,-551.49,92,96,2.64,CA,1702254516
467,mount pearl,47.5166,-52.7813,-547.8899999999999,91,0,3.6,CA,1702253696
468,petropavlovka,50.6114,105.3196,-576.16,95,17,1.18,RU,1702254516
469,lorengau,-2.0226,147.2712,-517.42,78,99,6.42,PG,1702254049
470,tamandare,-8.7597,-35.1047,-520.76,78,60,3.03,BR,1702254517
471,i-n-salah,27.1935,2.4607,-532.29,54,7,5.38,DZ,1702254517
472,maputo,-25.9653,32.5892,-526.4799999999999,94,75,6.17,MZ,1702254518
473,forster,-32.1667,152.5167,-516.0899999999999,62,3,6.39,AU,1702254518
474,san rafael,-34.6177,-68.3301,-516.7299999999999,25,46,7.59,AR,1702253991
475,baharly,38.4362,57.4316,-534.06,45,42,1.99,TM,1702254519
476,vilyuchinsk,52.9306,158.4028,-545.1499999999999,97,100,1.75,RU,1702254519
477,pangody,65.85,74.4859,-579.02,97,91,3.89,RU,1702254520
478,kasulu,-4.5767,30.1025,-528.51,95,100,0.79,TZ,1702254520
479,inari,68.906,27.0288,-560.19,91,98,4.3,FI,1702254521
480,fuerte olimpo,-21.0415,-57.8738,-523.1999999999999,96,100,1.03,PY,1702254521
481,ban huai thalaeng,14.9833,102.65,-525.0899999999999,73,59,1.19,TH,1702254521
482,alpena,45.0617,-83.4327,-545.1599999999999,80,100,5.14,US,1702254456
483,maceio,-9.6658,-35.7353,-521.61,94,40,2.06,BR,1702254522
484,bria,6.5423,21.9863,-522.5799999999999,52,100,1.45,CF,1702254522
485,nishon tumani,38.694,65.6751,-542.1599999999999,70,0,3.09,UZ,1702254523
486,chengdu,30.6667,104.0667,-532.7299999999999,94,75,1.0,CN,1702254464
487,nanao,37.05,136.9667,-536.68,74,100,6.43,JP,1702254523
488,isla vista,34.4133,-119.861,-523.8899999999999,29,0,2.06,US,1702254523
489,isetskoye,56.4858,65.3226,-577.8199999999999,96,37,3.14,RU,1702254524
490,barabai,-2.5833,115.3833,-521.41,93,99,0.17,ID,1702254524
491,argo,37.6333,22.7333,-535.8599999999999,95,100,0.92,GR,1702254524
492,langepas,61.2544,75.2124,-579.3499999999999,98,8,1.58,RU,1702254525
493,kosh-agach,50.0,88.6667,-577.2399999999999,94,93,0.89,RU,1702254525
494,turaif,31.6725,38.6637,-533.1599999999999,67,0,6.17,SA,1702254525
495,sept-iles,50.2001,-66.3821,-544.01,98,100,2.57,CA,1702254522
496,broken hill,-31.95,141.4333,-512.87,23,90,6.72,AU,1702253953
497,paramirim,-13.4425,-42.2389,-522.03,56,34,2.19,BR,1702254526
498,huanren,41.2647,125.3667,-553.38,27,100,2.3,CN,1702254527
499,toormina,-30.3526,153.0903,-519.36,61,7,7.72,AU,1702254527
500,owase,34.0667,136.2,-530.6399999999999,70,99,0.83,JP,1702254527
501,yanykurgan,43.915,67.2481,-550.67,37,99,4.16,KZ,1702254528
502,umm kaddadah,13.6017,26.6876,-524.0799999999999,15,100,2.61,SD,1702253935
503,taraz,42.9,71.3667,-552.0699999999999,93,100,0.0,KZ,1702254529
504,swakopmund,-22.6833,14.5333,-529.6399999999999,79,41,1.34,,1702254529
505,northam,51.0333,-4.2167,-534.27,85,39,12.72,GB,1702254529
506,daru,-9.0763,143.2092,-520.3299999999999,83,100,2.64,PG,1702254530
507,kharhial,20.2833,82.7667,-529.5999999999999,76,0,0.09,IN,1702254530
508,sudak,44.85,34.9667,-537.6999999999999,90,100,1.4,UA,1702254530
509,raduzhny,62.0961,77.475,-581.4499999999999,99,10,1.63,RU,1702254531
510,cannonvale,-20.2833,148.7,-522.6399999999999,89,100,12.51,AU,1702254531
511,aripuana,-9.1667,-60.6333,-521.51,88,94,0.93,BR,1702254531
512,lodja,-3.4833,23.4333,-525.6399999999999,99,100,0.26,CD,1702254532
513,orchard homes,46.8633,-114.0484,-544.3,93,100,0.45,US,1702254532
514,hualien city,23.9769,121.6044,-520.87,74,43,0.8,TW,1702254532
515,touros,-5.1989,-35.4608,-518.7099999999999,61,52,4.99,BR,1702254533
516,newman,37.3138,-121.0208,-530.17,59,100,1.34,US,1702254533
517,anupgarh,29.1911,73.2086,-531.75,30,0,1.74,IN,1702254533
518,berezovyy,51.6667,135.7,-569.63,61,15,3.55,RU,1702254534
519,liepaja,56.5419,21.0367,-547.31,93,100,4.63,LV,1702254534
520,bagan,54.1001,77.6646,-576.17,96,90,3.12,RU,1702254302
521,lebanon,36.2081,-86.2911,-542.18,74,100,5.14,US,1702254535
522,villa zaragoza,22.0333,-100.7333,-534.26,65,90,3.67,MX,1702254535
523,nadi,-17.8,177.4167,-516.3,45,40,5.66,FJ,1702254006
524,saudarkrokur,65.7461,-19.6394,-549.78,88,70,4.48,IS,1702254048
525,chamical,-30.36,-66.314,-519.37,32,0,10.06,AR,1702254536
526,gao,16.6362,1.637,-526.1999999999999,19,26,7.9,ML,1702254537
527,kargasok,59.0556,80.8572,-578.54,100,7,2.68,RU,1702254136
528,shizilu,35.1711,118.8289,-546.8199999999999,93,100,7.59,CN,1702254537
529,coulounieix,45.1529,0.6885,-531.1399999999999,93,100,4.72,FR,1702254538
530,mansa,29.9833,75.3833,-534.01,26,13,0.28,IN,1702254538
531,tabas,33.5959,56.9244,-535.18,37,25,3.09,IR,1702254538
532,mombetsu,44.3525,143.3525,-549.29,74,75,5.66,JP,1702254539
533,qamdo,31.1667,97.2333,-556.76,73,5,2.1,CN,1702253945
534,polonne,50.1242,27.5109,-547.13,91,100,3.44,UA,1702254539
535,la romana,18.4273,-68.9728,-520.0999999999999,83,75,5.14,DO,1702254540
536,jayapura,-2.5333,140.7,-515.6399999999999,70,87,0.66,ID,1702254540
537,londrina,-23.3103,-51.1628,-527.49,100,40,2.06,BR,1702254163
538,remire-montjoly,4.9167,-52.2667,-519.28,83,20,1.03,GF,1702254541
539,dwarka,22.2394,68.9678,-524.51,52,5,1.84,IN,1702254541
540,dutsen wai,10.8501,8.199,-529.8899999999999,29,63,2.92,NG,1702254541
541,lautoka,-17.6167,177.4667,-516.38,45,40,5.66,FJ,1702254542
542,poteau,35.0537,-94.6236,-539.5899999999999,56,0,0.0,US,1702254542
543,valparaiso,-33.0393,-71.6273,-530.5,88,75,3.09,CL,1702254242
544,abu jibeha,11.4562,31.2285,-521.37,22,12,3.3,SD,1702254543
545,huarmey,-10.0681,-78.1522,-525.5999999999999,82,50,4.34,PE,1702254543
546,'ain benian,36.8028,2.9219,-537.27,60,20,2.31,DZ,1702254543
547,trinidad,-14.8333,-64.9,-518.4,70,92,1.87,BO,1702254544
548,martapura,-3.4167,114.85,-520.25,89,75,3.09,ID,1702254544
549,mata-utu,-13.2816,-176.1745,-518.0,76,100,6.09,WF,1702254544
550,sason,38.3364,41.413,-537.63,77,97,0.84,TR,1702254545
551,grantsville,40.5999,-112.4644,-543.26,57,100,1.34,US,1702254545
552,oppdal,62.5943,9.6912,-555.94,89,67,4.45,NO,1702254546
553,bangassou,4.7413,22.8184,-525.24,76,35,0.45,CF,1702254546
554,oromocto,45.8351,-66.4792,-534.79,95,100,4.63,CA,1702254546
555,guisa,20.255,-76.5386,-523.3299999999999,90,67,1.99,CU,1702254547
556,maun,-19.9833,23.4167,-526.1899999999999,81,100,3.49,BW,1702254547
557,yaren,-0.5472,166.916,-517.86,74,61,0.45,NR,1702254547
558,naze,28.3667,129.4833,-523.79,82,47,7.06,JP,1702254548
559,kerikeri,-35.2268,173.9474,-525.0,58,94,1.78,NZ,1702254549
560,raahe,64.6833,24.4833,-559.6499999999999,93,95,3.36,FI,1702254549
561,shibirghan,36.6676,65.7529,-535.6399999999999,34,94,1.09,AF,1702254549
562,turpan,42.9333,89.1667,-547.28,75,77,0.91,CN,1702254550
563,westerland,54.9079,8.3033,-541.29,93,100,3.6,DE,1702254040
564,zaozersk,69.4005,32.4476,-561.24,91,92,6.31,RU,1702254550
565,kruisfontein,-34.0033,24.7314,-533.03,92,3,1.33,ZA,1702254000
566,arawa,-6.2132,155.5367,-517.6399999999999,79,96,1.78,PG,1702254551
567,oarai,36.3167,140.6,-532.2199999999999,84,100,7.46,JP,1702254551
568,cabedelo,-6.9811,-34.8339,-519.93,64,95,3.49,BR,1702254552
569,paris,48.8534,2.3488,-534.02,90,20,5.66,FR,1702254479
